"","Station","Stratum","Stratum2","Year","Date","DateTime","Taxon","Genus","Species","AlgalType","Count","OrganismsPerMl"
"1412","D41A",NA,NA,2014,2014-10-07,2014-10-07 10:05:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,216.77
"1413","D41A",NA,NA,2014,2014-10-07,2014-10-07 10:05:00,"Thalassiosira eccentrica","Thalassiosira",NA,"Centric Diatom",1,216.77
"1414","D41A",NA,NA,2014,2014-10-07,2014-10-07 10:05:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,216.77
"1415","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",6,341.41
"1416","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Chlamydomonas cf. gloeopara","Chlamydomonas",NA,"Green Alga",1,56.9
"1417","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",412,23443.7
"1418","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",1,56.9
"1419","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",3,170.71
"1420","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Cyclotella striata","Cyclotella",NA,"Centric Diatom",1,56.9
"1421","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Eunotogramma dubium","Eunotogramma",NA,"Centric Diatom",1,56.9
"1422","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",2,113.8
"1423","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Pseudokephyrion sp.","Pseudokephyrion",NA,"Chrysophyte",2,113.8
"1424","D41",NA,NA,2014,2014-10-07,2014-10-07 11:10:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,56.9
"1425","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"cf. Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,151.74
"1426","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",431,65399.57
"1427","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",1,151.74
"1428","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",2,303.48
"1429","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,151.74
"1430","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Cyclotella cf. striata","Cyclotella",NA,"Centric Diatom",1,151.74
"1431","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Pseudokephyrion sp.","Pseudokephyrion",NA,"Chrysophyte",1,151.74
"1432","D6",NA,NA,2014,2014-10-07,2014-10-07 13:35:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,303.48
"1433","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Anabaena sp.","Anabaena",NA,"Cyanobacterium",1,189.67
"1434","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"cf. Aphanizomenon sp.","Aphanizomenon",NA,"Cyanobacterium",1,189.67
"1435","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"cf. Eutreptia sp.","Eutreptia",NA,"Euglenoid",1,189.67
"1436","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",109,20674.46
"1437","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Chlamydomonas globosa","Chlamydomonas",NA,"Green Alga",1,189.67
"1438","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",265,50263.59
"1439","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",7,1327.72
"1440","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,189.67
"1441","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,379.35
"1442","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",8,1517.39
"1443","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Pseudanabaena sp.","Pseudanabaena",NA,"Cyanobacterium",1,189.67
"1444","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",2,379.35
"1445","D19","Franks Tract","Franks",2014,2014-11-12,2014-11-12 11:05:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",1,189.67
"1446","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Aphanocapsa cf. delicatissima","Aphanocapsa",NA,"Cyanobacterium",4,159.73
"1447","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Aphanothece endophytica","Aphanothece",NA,"Cyanobacterium",1,39.93
"1448","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"cf. Aphanizomenon sp.","Aphanizomenon",NA,"Cyanobacterium",3,119.79
"1449","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",21,838.56
"1450","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Chlamydomonas sp.","Chlamydomonas",NA,"Green Alga",1,39.93
"1451","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",274,10941.19
"1452","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",17,678.83
"1453","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Chroococcus minutus","Chroococcus",NA,"Cyanobacterium",1,39.93
"1454","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",40,1597.25
"1455","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,39.93
"1456","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Cryptomonas ovata","Cryptomonas",NA,"Cryptophyte",1,39.93
"1457","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",23,918.42
"1458","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Hillea sp.","Hillea",NA,"Cryptophyte",11,439.24
"1459","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,39.93
"1460","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",10,399.31
"1461","D28A","Old and Middle river","OMR",2014,2014-11-12,2014-11-12 12:20:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,39.93
"1462","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,130.06
"1463","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"cf. Aphanizomenon sp.","Aphanizomenon",NA,"Cyanobacterium",1,130.06
"1464","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"cf. Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",6,780.37
"1465","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"cf. Stephanodiscus sp.","Stephanodiscus",NA,"Centric Diatom",1,130.06
"1466","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",79,10274.91
"1467","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",340,44221.12
"1468","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,130.06
"1469","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Cocconeis sp.","Cocconeis",NA,"Pennate Diatom",1,130.06
"1470","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,130.06
"1471","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Hillea sp.","Hillea",NA,"Cryptophyte",1,130.06
"1472","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Kirchneriella sp.","Kirchneriella",NA,"Green Alga",1,130.06
"1473","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",4,520.25
"1474","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Rhodomonas salina","Rhodomonas",NA,"Cryptophyte",1,130.06
"1475","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Rhoicosphenia abbreviata","Rhoicosphenia",NA,"Pennate Diatom",1,130.06
"1476","D26","Lower San Joaquin","Lower SJ",2014,2014-11-13,2014-11-13 09:40:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",1,130.06
"1477","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",9,409.7
"1478","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"cf. Achnanthes sp.","Achnanthes",NA,"Pennate Diatom",1,45.52
"1479","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"cf. Aphanizomenon sp.","Aphanizomenon",NA,"Cyanobacterium",1,45.52
"1480","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",62,2822.35
"1481","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Chroococcus dispersus","Chroococcus",NA,"Cyanobacterium",1,45.52
"1482","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",310,14111.74
"1483","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",9,409.7
"1484","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Chroococcus planctonicus","Chroococcus",NA,"Cyanobacterium",1,45.52
"1485","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,45.52
"1486","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Cryptomonas ovata","Cryptomonas",NA,"Cryptophyte",2,91.04
"1487","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,45.52
"1488","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Dinobryon sp.","Dinobryon",NA,"Chrysophyte",2,91.04
"1489","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",21,955.96
"1490","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Monoraphidium contortum","Monoraphidium",NA,"Green Alga",2,91.04
"1491","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",14,637.3
"1492","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Pseudostaurosira brevistriata","Pseudostaurosira",NA,"Pennate Diatom",3,136.57
"1493","MD10A","Eastern Delta","East Delta",2014,2014-11-13,2014-11-13 10:50:00,"Rhoicosphenia abbreviata","Rhoicosphenia",NA,"Pennate Diatom",1,45.52
"1494","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Bacillaria paxillifer","Bacillaria",NA,"Pennate Diatom",1,303.48
"1495","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",64,19422.61
"1496","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Chlamydomonas sp.","Chlamydomonas",NA,"Green Alga",1,303.48
"1497","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",495,150221.74
"1498","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",4,1213.91
"1499","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Hillea sp.","Hillea",NA,"Cryptophyte",1,303.48
"1500","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Nitzschia dissipata","Nitzschia",NA,"Pennate Diatom",1,303.48
"1501","P8","Southern Delta","South Delta",2014,2014-11-13,2014-11-13 12:20:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",2,606.96
"1502","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Adlafia sp.","Adlafia",NA,"Pennate Diatom",1,81.29
"1503","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Ceratoneis closterium","Ceratoneis",NA,"Pennate Diatom",5,406.44
"1504","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Chlamydomonas debaryana","Chlamydomonas",NA,"Green Alga",2,162.58
"1505","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Chlamydomonas sp.","Chlamydomonas",NA,"Green Alga",1,81.29
"1506","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Chlorella sp.","Chlorella",NA,"Green Alga",1,81.29
"1507","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Hillea sp.","Hillea",NA,"Cryptophyte",1,81.29
"1508","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Nephroselmis pyriformis","Nephroselmis",NA,"Green Alga",2,162.58
"1509","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"cf. Ochromonas sp.","Ochromonas",NA,"Chrysophyte",23,1869.64
"1510","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Chlamydomonas globosa","Chlamydomonas",NA,"Green Alga",3,243.87
"1511","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Chlamydomonas grovei","Chlamydomonas",NA,"Green Alga",1,81.29
"1512","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",350,28451.09
"1513","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",3,243.87
"1514","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Chrysococcus sp.","Chrysococcus",NA,"Chrysophyte",4,325.16
"1515","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,81.29
"1516","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Cryptomonas ovata","Cryptomonas",NA,"Cryptophyte",1,81.29
"1517","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",21,1707.07
"1518","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",1,81.29
"1519","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Monoraphidium contortum","Monoraphidium",NA,"Green Alga",1,81.29
"1520","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",6,487.73
"1521","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",2,162.58
"1522","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,81.29
"1523","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Scenedesmus sp.","Scenedesmus",NA,"Green Alga",1,81.29
"1524","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",2,162.58
"1525","C10A",NA,NA,2014,2014-11-14,2014-11-14 09:20:00,"Tetrastrum staurogeniaeforme","Tetrastrum",NA,"Green Alga",1,81.29
"1526","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",62,13439.75
"1527","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",392,84973.91
"1528","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",1,216.77
"1529","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,216.77
"1530","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",3,650.31
"1531","D8",NA,NA,2014,2014-11-14,2014-11-14 09:25:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",1,216.77
"1532","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"Aulacoseira sp.","Aulacoseira",NA,"Centric Diatom",1,189.67
"1533","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",61,11570.11
"1534","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",372,70558.7
"1535","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"Coscinodiscus sp.","Coscinodiscus",NA,"Centric Diatom",1,189.67
"1536","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"Cyclotella cf. striata","Cyclotella",NA,"Centric Diatom",1,189.67
"1537","D4","Lower Sacramento","Lower Sac",2014,2014-11-14,2014-11-14 10:45:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,189.67
"1538","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Amphora delicatissima","Amphora",NA,"Pennate Diatom",2,433.54
"1539","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",82,17775.16
"1540","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",316,68499.38
"1541","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",2,433.54
"1542","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Navicula sp.","Navicula",NA,"Pennate Diatom",1,216.77
"1543","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,216.77
"1544","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Planothidium sp.","Planothidium",NA,"Pennate Diatom",1,216.77
"1545","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Pseudanabaena sp.","Pseudanabaena",NA,"Cyanobacterium",1,216.77
"1546","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Rhoicosphenia abbreviata","Rhoicosphenia",NA,"Pennate Diatom",1,216.77
"1547","C3A","Upper Sacramento","Upper Sac",2014,2014-11-14,2014-11-14 12:48:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",6,1300.62
"1548","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",32,2023.19
"1549","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",385,24341.49
"1550","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Cryptomonas erosa","Cryptomonas",NA,"Cryptophyte",1,63.22
"1551","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Gymnodinium sp.","Gymnodinium",NA,"Dinoflagellate",1,63.22
"1552","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Hillea sp.","Hillea",NA,"Cryptophyte",4,252.9
"1553","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,63.22
"1554","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",4,252.9
"1555","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Planktolyngbya sp.","Planktolyngbya",NA,"Cyanobacterium",1,63.22
"1556","D6",NA,NA,2014,2014-11-17,2014-11-17 10:00:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,63.22
"1557","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",49,10621.74
"1558","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",358,77603.73
"1559","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",1,216.77
"1560","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",1,216.77
"1561","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"Thalassionema sp.","Thalassionema",NA,"Pennate Diatom",1,216.77
"1562","D7",NA,NA,2014,2014-11-17,2014-11-17 10:50:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",1,216.77
"1563","D41A",NA,NA,2014,2014-11-18,2014-11-18 09:05:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",94,23772.46
"1564","D41A",NA,NA,2014,2014-11-18,2014-11-18 09:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",393,99389.13
"1565","D41A",NA,NA,2014,2014-11-18,2014-11-18 09:05:00,"Chroococcus minimus","Chroococcus",NA,"Cyanobacterium",3,758.7
"1566","D41A",NA,NA,2014,2014-11-18,2014-11-18 09:05:00,"Teleaulax acuta","Teleaulax",NA,"Cryptophyte",1,252.9
"1567","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",72,6555.13
"1568","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",442,40241.22
"1569","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Cyclotella cf. striata","Cyclotella",NA,"Centric Diatom",1,91.04
"1570","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Cyclotella sp.","Cyclotella",NA,"Centric Diatom",2,182.09
"1571","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Hemiselmis sp.","Hemiselmis",NA,"Cryptophyte",3,273.13
"1572","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Hillea sp.","Hillea",NA,"Cryptophyte",1,91.04
"1573","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Plagioselmis nannoplanctica","Plagioselmis",NA,"Cryptophyte",5,455.22
"1574","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Protoperidinium sp.","Protoperidinium",NA,"Dinoflagellate",1,91.04
"1575","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Pseudoscourfieldia marina","Pseudoscourfieldia",NA,"Green Alga",3,273.13
"1576","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Rhodomonas lacustris","Rhodomonas",NA,"Cryptophyte",1,91.04
"1577","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Rhodomonas salina","Rhodomonas",NA,"Cryptophyte",1,91.04
"1578","D41",NA,NA,2014,2014-11-18,2014-11-18 10:00:00,"Thalassiosira sp.","Thalassiosira",NA,"Centric Diatom",2,182.09
"1579","D8",NA,NA,2014,2014-12-17,2014-12-17 11:05:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",46,13960
"1580","D8",NA,NA,2014,2014-12-17,2014-12-17 11:05:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",432,131102.61
"1581","D8",NA,NA,2014,2014-12-17,2014-12-17 11:05:00,"Nitzschia sp.","Nitzschia",NA,"Pennate Diatom",1,303.48
"1582","D8",NA,NA,2014,2014-12-17,2014-12-17 11:05:00,"Synedra ulna","Synedra",NA,"Pennate Diatom",2,606.96
"1583","D41A",NA,NA,2014,2014-12-19,2014-12-19 08:50:00,"cf. Gymnodinium sp.","Gymnodinium",NA,"Dinoflagellate",1,303.48
"1584","D41A",NA,NA,2014,2014-12-19,2014-12-19 08:50:00,"cf. Synechococcus salinarum","Synechococcus",NA,"Cyanobacterium",88,26706.09
"1585","D41A",NA,NA,2014,2014-12-19,2014-12-19 08:50:00,"Chroococcus microscopicus","Chroococcus",NA,"Cyanobacterium",487,147793.91
"1586","D41A",NA,NA,2014,2014-12-19,2014-12-19 08:50:00,"Cocconeis placentula","Cocconeis",NA,"Pennate Diatom",1,303.48
"1587","D41A",NA,NA,2014,2014-12-19,2014-12-19 08:50:00,"Coscinodiscus sp.","Coscinodiscus",NA,"Centric Diatom",1,303.48
