station,sample_id,latitude_wgs84,longitude_wgs84,date,sav_incidence,species,species_incidence,rake_coverage_ordinal
A33,205,38.0311274,-121.5985754,2015-10-13,1,Potamogeton_pusillus,0,0
A33,205,38.0311274,-121.5985754,2015-10-13,1,Myriophyllum_spicatum,0,0
A33,205,38.0311274,-121.5985754,2015-10-13,1,Potamogeton_zosteriformis,0,0
A33,205,38.0311274,-121.5985754,2015-10-13,1,Heteranthera_dubia,0,0
A34,207,NA,NA,2015-10-13,1,Egeria_densa,0,0
A34,207,NA,NA,2015-10-13,1,Potamogeton_crispus,1,1
A34,207,NA,NA,2015-10-13,1,Ceratophyllum_demersum,0,0
A34,207,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A34,207,NA,NA,2015-10-13,1,Stuckenia_filiformis,1,1
A34,207,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A34,207,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A34,207,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,4
A34,207,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A34,207,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A34,207,NA,NA,2015-10-13,1,Nitella_sp,0,0
A34,207,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A34,207,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A34,207,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A34,207,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Egeria_densa,1,2
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_crispus,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Ceratophyllum_demersum,1,1
A35,209,38.0312485,-121.6030527,2015-10-13,1,Najas_guadalupensis,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Stuckenia_filiformis,1,1
A35,209,38.0312485,-121.6030527,2015-10-13,1,Stuckenia_pectinata,1,1
A35,209,38.0312485,-121.6030527,2015-10-13,1,Elodea_canadensis,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_richardsonii,1,4
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_foliosus,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_nodosus,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Nitella_sp,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_pusillus,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Myriophyllum_spicatum,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Potamogeton_zosteriformis,0,0
A35,209,38.0312485,-121.6030527,2015-10-13,1,Heteranthera_dubia,0,0
A36,211,NA,NA,2015-10-13,1,Egeria_densa,0,0
A36,211,NA,NA,2015-10-13,1,Potamogeton_crispus,1,1
A36,211,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,1
A36,211,NA,NA,2015-10-13,1,Najas_guadalupensis,1,1
A36,211,NA,NA,2015-10-13,1,Stuckenia_filiformis,1,1
A36,211,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A36,211,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A36,211,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,3
A36,211,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A36,211,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A36,211,NA,NA,2015-10-13,1,Nitella_sp,0,0
A36,211,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A36,211,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A36,211,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A36,211,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Egeria_densa,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_crispus,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Ceratophyllum_demersum,1,1
A37,213,38.0313393,-121.6077213,2015-10-13,1,Najas_guadalupensis,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Stuckenia_filiformis,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Stuckenia_pectinata,1,3
A37,213,38.0313393,-121.6077213,2015-10-13,1,Elodea_canadensis,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_richardsonii,1,1
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_foliosus,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_nodosus,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Nitella_sp,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_pusillus,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Myriophyllum_spicatum,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Potamogeton_zosteriformis,0,0
A37,213,38.0313393,-121.6077213,2015-10-13,1,Heteranthera_dubia,0,0
A38,215,NA,NA,2015-10-13,1,Egeria_densa,0,0
A38,215,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A38,215,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,1
A38,215,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A38,215,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A38,215,NA,NA,2015-10-13,1,Stuckenia_pectinata,1,4
A38,215,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A38,215,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,1
A38,215,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A38,215,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A38,215,NA,NA,2015-10-13,1,Nitella_sp,0,0
A38,215,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A38,215,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A38,215,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A38,215,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Egeria_densa,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_crispus,1,1
A39,217,38.0313999,-121.6120455,2015-10-13,1,Ceratophyllum_demersum,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Najas_guadalupensis,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Stuckenia_filiformis,1,1
A39,217,38.0313999,-121.6120455,2015-10-13,1,Stuckenia_pectinata,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Elodea_canadensis,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_richardsonii,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_foliosus,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_nodosus,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Nitella_sp,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_pusillus,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Myriophyllum_spicatum,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Potamogeton_zosteriformis,0,0
A39,217,38.0313999,-121.6120455,2015-10-13,1,Heteranthera_dubia,0,0
A40,220,NA,NA,2015-10-13,1,Egeria_densa,0,0
A40,220,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A40,220,NA,NA,2015-10-13,1,Ceratophyllum_demersum,0,0
A40,220,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A40,220,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A40,220,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A40,220,NA,NA,2015-10-13,1,Elodea_canadensis,1,1
A40,220,NA,NA,2015-10-13,1,Potamogeton_richardsonii,0,0
A40,220,NA,NA,2015-10-13,1,Potamogeton_foliosus,1,1
A40,220,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A40,220,NA,NA,2015-10-13,1,Nitella_sp,0,0
A40,220,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A40,220,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A40,220,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A40,220,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Egeria_densa,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_crispus,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Ceratophyllum_demersum,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Najas_guadalupensis,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Stuckenia_filiformis,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Stuckenia_pectinata,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Elodea_canadensis,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_richardsonii,1,1
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_foliosus,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_nodosus,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Nitella_sp,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_pusillus,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Myriophyllum_spicatum,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Potamogeton_zosteriformis,0,0
A41,222,38.0330646,-121.6144564,2015-10-13,1,Heteranthera_dubia,0,0
A42,224,NA,NA,2015-10-13,1,Egeria_densa,0,0
A42,224,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A42,224,NA,NA,2015-10-13,1,Ceratophyllum_demersum,0,0
A42,224,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A42,224,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A42,224,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A42,224,NA,NA,2015-10-13,1,Elodea_canadensis,1,2
A42,224,NA,NA,2015-10-13,1,Potamogeton_richardsonii,0,0
A42,224,NA,NA,2015-10-13,1,Potamogeton_foliosus,1,1
A42,224,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A42,224,NA,NA,2015-10-13,1,Nitella_sp,0,0
A42,224,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A42,224,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A42,224,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A42,224,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Egeria_densa,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_crispus,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Ceratophyllum_demersum,1,1
A43,226,38.0332159,-121.6099408,2015-10-13,1,Najas_guadalupensis,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Stuckenia_filiformis,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Stuckenia_pectinata,1,1
A43,226,38.0332159,-121.6099408,2015-10-13,1,Elodea_canadensis,1,1
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_richardsonii,1,1
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_foliosus,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_nodosus,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Nitella_sp,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_pusillus,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Myriophyllum_spicatum,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Potamogeton_zosteriformis,0,0
A43,226,38.0332159,-121.6099408,2015-10-13,1,Heteranthera_dubia,0,0
A44,228,NA,NA,2015-10-13,1,Egeria_densa,1,1
A44,228,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A44,228,NA,NA,2015-10-13,1,Ceratophyllum_demersum,0,0
A44,228,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A44,228,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A44,228,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A44,228,NA,NA,2015-10-13,1,Elodea_canadensis,1,1
A44,228,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,1
A44,228,NA,NA,2015-10-13,1,Potamogeton_foliosus,1,1
A44,228,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A44,228,NA,NA,2015-10-13,1,Nitella_sp,0,0
A44,228,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A44,228,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A44,228,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A44,228,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Egeria_densa,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_crispus,1,1
A45,230,38.0330343,-121.605387,2015-10-13,1,Ceratophyllum_demersum,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Najas_guadalupensis,1,1
A45,230,38.0330343,-121.605387,2015-10-13,1,Stuckenia_filiformis,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Stuckenia_pectinata,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Elodea_canadensis,1,1
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_richardsonii,1,3
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_foliosus,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_nodosus,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Nitella_sp,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_pusillus,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Myriophyllum_spicatum,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Potamogeton_zosteriformis,0,0
A45,230,38.0330343,-121.605387,2015-10-13,1,Heteranthera_dubia,0,0
A46,232,NA,NA,2015-10-13,1,Egeria_densa,0,0
A46,232,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A46,232,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,1
A46,232,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A46,232,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A46,232,NA,NA,2015-10-13,1,Stuckenia_pectinata,1,4
A46,232,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A46,232,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,3
A46,232,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A46,232,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A46,232,NA,NA,2015-10-13,1,Nitella_sp,0,0
A46,232,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A46,232,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A46,232,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A46,232,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Egeria_densa,1,1
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_crispus,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Ceratophyllum_demersum,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Najas_guadalupensis,1,2
A47,234,38.0331857,-121.6006801,2015-10-13,1,Stuckenia_filiformis,1,1
A47,234,38.0331857,-121.6006801,2015-10-13,1,Stuckenia_pectinata,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Elodea_canadensis,1,2
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_richardsonii,1,2
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_foliosus,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_nodosus,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Nitella_sp,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_pusillus,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Myriophyllum_spicatum,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Potamogeton_zosteriformis,0,0
A47,234,38.0331857,-121.6006801,2015-10-13,1,Heteranthera_dubia,0,0
A48,236,NA,NA,2015-10-13,1,Egeria_densa,1,1
A48,236,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A48,236,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,1
A48,236,NA,NA,2015-10-13,1,Najas_guadalupensis,1,1
A48,236,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A48,236,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A48,236,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A48,236,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,4
A48,236,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A48,236,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A48,236,NA,NA,2015-10-13,1,Nitella_sp,0,0
A48,236,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A48,236,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A48,236,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A48,236,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Egeria_densa,1,1
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_crispus,1,1
A49,238,38.0330343,-121.5959732,2015-10-13,1,Ceratophyllum_demersum,1,2
A49,238,38.0330343,-121.5959732,2015-10-13,1,Najas_guadalupensis,1,1
A49,238,38.0330343,-121.5959732,2015-10-13,1,Stuckenia_filiformis,1,1
A49,238,38.0330343,-121.5959732,2015-10-13,1,Stuckenia_pectinata,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Elodea_canadensis,1,1
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_richardsonii,1,3
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_foliosus,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_nodosus,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Nitella_sp,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_pusillus,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Myriophyllum_spicatum,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Potamogeton_zosteriformis,0,0
A49,238,38.0330343,-121.5959732,2015-10-13,1,Heteranthera_dubia,0,0
A50,243,NA,NA,2015-10-13,1,Egeria_densa,1,2
A50,243,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A50,243,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,2
A50,243,NA,NA,2015-10-13,1,Najas_guadalupensis,0,0
A50,243,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A50,243,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A50,243,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A50,243,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,2
A50,243,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A50,243,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A50,243,NA,NA,2015-10-13,1,Nitella_sp,0,0
A50,243,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A50,243,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A50,243,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A50,243,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Egeria_densa,1,1
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_crispus,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Ceratophyllum_demersum,1,3
A51,245,38.0330646,-121.5915342,2015-10-13,1,Najas_guadalupensis,1,3
A51,245,38.0330646,-121.5915342,2015-10-13,1,Stuckenia_filiformis,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Stuckenia_pectinata,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Elodea_canadensis,1,1
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_richardsonii,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_foliosus,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_nodosus,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Nitella_sp,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_pusillus,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Myriophyllum_spicatum,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Potamogeton_zosteriformis,0,0
A51,245,38.0330646,-121.5915342,2015-10-13,1,Heteranthera_dubia,0,0
A52,247,NA,NA,2015-10-13,1,Egeria_densa,1,3
A52,247,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A52,247,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,2
A52,247,NA,NA,2015-10-13,1,Najas_guadalupensis,1,2
A52,247,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A52,247,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A52,247,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A52,247,NA,NA,2015-10-13,1,Potamogeton_richardsonii,0,0
A52,247,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A52,247,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A52,247,NA,NA,2015-10-13,1,Nitella_sp,0,0
A52,247,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A52,247,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A52,247,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A52,247,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Egeria_densa,1,4
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_crispus,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Ceratophyllum_demersum,1,1
A53,249,38.0332462,-121.5869803,2015-10-13,1,Najas_guadalupensis,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Stuckenia_filiformis,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Stuckenia_pectinata,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Elodea_canadensis,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_richardsonii,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_foliosus,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_nodosus,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Nitella_sp,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_pusillus,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Myriophyllum_spicatum,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Potamogeton_zosteriformis,0,0
A53,249,38.0332462,-121.5869803,2015-10-13,1,Heteranthera_dubia,0,0
A54,251,NA,NA,2015-10-13,1,Egeria_densa,0,0
A54,251,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A54,251,NA,NA,2015-10-13,1,Ceratophyllum_demersum,0,0
A54,251,NA,NA,2015-10-13,1,Najas_guadalupensis,1,1
A54,251,NA,NA,2015-10-13,1,Stuckenia_filiformis,0,0
A54,251,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A54,251,NA,NA,2015-10-13,1,Elodea_canadensis,0,0
A54,251,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,2
A54,251,NA,NA,2015-10-13,1,Potamogeton_foliosus,1,1
A54,251,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A54,251,NA,NA,2015-10-13,1,Nitella_sp,0,0
A54,251,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A54,251,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A54,251,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A54,251,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Egeria_densa,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_crispus,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Ceratophyllum_demersum,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Najas_guadalupensis,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Stuckenia_filiformis,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Stuckenia_pectinata,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Elodea_canadensis,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_richardsonii,1,4
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_foliosus,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_nodosus,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Nitella_sp,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_pusillus,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Myriophyllum_spicatum,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Potamogeton_zosteriformis,0,0
A55,253,38.0400258,-121.5891999,2015-10-13,1,Heteranthera_dubia,0,0
A56,255,NA,NA,2015-10-13,1,Egeria_densa,0,0
A56,255,NA,NA,2015-10-13,1,Potamogeton_crispus,0,0
A56,255,NA,NA,2015-10-13,1,Ceratophyllum_demersum,1,1
A56,255,NA,NA,2015-10-13,1,Najas_guadalupensis,1,1
A56,255,NA,NA,2015-10-13,1,Stuckenia_filiformis,1,1
A56,255,NA,NA,2015-10-13,1,Stuckenia_pectinata,0,0
A56,255,NA,NA,2015-10-13,1,Elodea_canadensis,1,1
A56,255,NA,NA,2015-10-13,1,Potamogeton_richardsonii,1,4
A56,255,NA,NA,2015-10-13,1,Potamogeton_foliosus,0,0
A56,255,NA,NA,2015-10-13,1,Potamogeton_nodosus,0,0
A56,255,NA,NA,2015-10-13,1,Nitella_sp,0,0
A56,255,NA,NA,2015-10-13,1,Potamogeton_pusillus,0,0
A56,255,NA,NA,2015-10-13,1,Myriophyllum_spicatum,0,0
A56,255,NA,NA,2015-10-13,1,Potamogeton_zosteriformis,0,0
A56,255,NA,NA,2015-10-13,1,Heteranthera_dubia,0,0
A57,257,38.0400863,-121.593945,2015-10-13,1,Egeria_densa,1,1
A57,257,38.0400863,-121.593945,2015-10-13,1,Potamogeton_crispus,0,0
A57,257,38.0400863,-121.593945,2015-10-13,1,Ceratophyllum_demersum,0,0
A57,257,38.0400863,-121.593945,2015-10-13,1,Najas_guadalupensis,1,4
A57,257,38.0400863,-121.593945,2015-10-13,1,Stuckenia_filiformis,0,0
A57,257,38.0400863,-121.593945,2015-10-13,1,Stuckenia_pectinata,0,0
A57,257,38.0400863,-121.593945,2015-10-13,1,Elodea_canadensis,1,1
A57,257,38.0400863,-121.593945,2015-10-13,1,Potamogeton_richardsonii,1,1
A57,257,38.0400863,-121.593945,2015-10-13,1,Potamogeton_foliosus,0,0
